spygen_code,label,prediction,residual
SPY231695,1,0,1
SPY231696,1,0,1
SPY231727,0,0,0
SPY231728,0,0,0
SPY231729,0,0,0
SPY231730,0,0,0
SPY231731,4,0,4
SPY231732,4,0,4
SPY231733,4,0,4
SPY231734,4,0,4
SPY231735,0,0,0
SPY231736,0,0,0
SPY231737,0,0,0
SPY231738,0,0,0
SPY231741,0,0,0
SPY231742,0,0,0
SPY231743,0,0,0
SPY231744,0,0,0
SPY231745,0,0,0
SPY231746,0,0,0
SPY231747,0,0,0
SPY231748,0,0,0
SPY231749,0,0,0
SPY231750,3,0,3
SPY231751,3,0,3
SPY231752,3,0,3
SPY231753,3,0,3
SPY231754,0,0,0
SPY231755,0,0,0
SPY231865,0,0,0
SPY231870,0,0,0
SPY231871,0,0,0
SPY231873,0,0,0
SPY231874,0,0,0
SPY231877,0,0,0
SPY231878,0,0,0
