spygen_code,label,prediction,residual,prob_pos,domain_true,domain_pred,domain_correct
SPY201957,0,0,0,0.1242578998208046,2,10,0
SPY201964,0,0,0,0.1337764710187912,2,10,0
SPY210701,0,0,0,0.19708465039730072,2,10,0
SPY210702,0,0,0,0.09431888908147812,2,10,0
SPY210703,0,0,0,0.2420991063117981,2,10,0
SPY210704,0,0,0,0.2126871645450592,2,10,0
SPY210706,0,0,0,0.09046680480241776,2,10,0
SPY210707,0,0,0,0.23897841572761536,2,10,0
SPY210708,0,0,0,0.22952885925769806,2,10,0
SPY210709,0,0,0,0.22893847525119781,2,10,0
SPY210711,0,0,0,0.22376900911331177,2,10,0
SPY210716,0,0,0,0.2754490077495575,2,10,0
SPY210725,0,0,0,0.35038021206855774,2,10,0
SPY210726,0,0,0,0.3318711221218109,2,10,0
SPY231748,0,0,0,0.012161672115325928,10,2,0
SPY231749,0,0,0,0.019310597330331802,10,2,0
SPY231754,0,0,0,0.16768693923950195,10,10,1
SPY231755,0,0,0,0.30451786518096924,10,10,1
SPY231756,0,0,0,0.2170538306236267,10,10,1
SPY231757,0,0,0,0.22916021943092346,10,10,1
SPY231897,0,0,0,0.05317811295390129,0,2,0
SPY231898,0,0,0,0.053228165954351425,0,2,0
SPY201159,0,0,0,0.0020239248406141996,7,2,0
SPY201160,0,0,0,0.0008055960643105209,5,10,0
SPY201161,0,0,0,0.0046762400306761265,4,10,0
SPY201166,0,0,0,0.006502904463559389,7,2,0
SPY201167,0,0,0,0.0016704408917576075,5,10,0
SPY201171,0,0,0,0.0590955875813961,5,10,0
SPY201180,0,0,0,0.003674025647342205,7,4,0
SPY201186,0,0,0,0.00431016506627202,7,4,0
SPY201190,0,0,0,0.011017507873475552,4,10,0
SPY202494,0,0,0,0.028405750170350075,5,10,0
SPY210643,0,0,0,0.2885577976703644,2,2,1
SPY210644,0,0,0,0.351005882024765,2,10,0
SPY210648,0,0,0,0.033048778772354126,2,10,0
SPY210651,0,0,0,0.44237685203552246,10,10,1
SPY210658,0,0,0,0.46334904432296753,2,10,0
SPY210659,0,0,0,0.47186365723609924,2,10,0
SPY210663,0,1,1,0.5325033068656921,2,10,0
SPY210664,0,0,0,0.2882731556892395,2,10,0
SPY210665,0,1,1,0.5884948968887329,2,10,0
SPY210666,0,1,1,0.5268798470497131,2,10,0
SPY210670,0,1,1,0.5385823249816895,2,10,0
SPY210671,0,1,1,0.5644125938415527,2,10,0
SPY210689,0,1,1,0.5367032289505005,2,10,0
SPY210693,0,1,1,0.5179697871208191,2,10,0
SPY211263,0,0,0,0.003590764245018363,7,10,0
SPY211266,0,0,0,0.140096053481102,2,10,0
SPY211275,0,0,0,0.2508123219013214,6,10,0
SPY211279,0,0,0,0.3328927457332611,6,10,0
SPY211280,0,0,0,0.27249425649642944,2,10,0
SPY211282,0,0,0,0.3551800847053528,6,10,0
SPY211284,0,0,0,0.38406771421432495,6,10,0
SPY211285,0,0,0,0.42333894968032837,2,10,0
SPY211286,0,0,0,0.08936556428670883,6,10,0
SPY211289,0,0,0,0.06956914812326431,7,10,0
SPY211290,0,0,0,0.40260398387908936,7,10,0
SPY211300,0,0,0,0.00252923765219748,6,10,0
SPY211302,0,0,0,0.0092420419678092,6,2,0
SPY211304,0,0,0,0.21890075504779816,7,10,0
SPY211306,0,0,0,0.3850415349006653,6,10,0
SPY211307,0,0,0,0.030795060098171234,6,10,0
SPY211309,0,0,0,0.08072290569543839,6,10,0
SPY231713,0,0,0,0.47138312458992004,10,10,1
SPY231714,0,0,0,0.4753255546092987,10,10,1
SPY231715,0,1,1,0.5543653964996338,10,10,1
SPY231716,0,0,0,0.4665147066116333,10,10,1
SPY231717,0,1,1,0.8836917877197266,10,10,1
SPY231718,0,1,1,0.8959280848503113,10,10,1
SPY231719,0,1,1,0.9274982810020447,10,6,0
SPY231720,0,0,0,0.4696584939956665,10,10,1
SPY231721,0,1,1,0.5071927905082703,10,10,1
SPY231722,0,1,1,0.7228407263755798,10,10,1
SPY231723,0,1,1,0.9381277561187744,10,6,0
SPY231724,0,1,1,0.9454692602157593,10,6,0
SPY231725,0,1,1,0.5507709383964539,10,10,1
SPY231726,0,0,0,0.45798125863075256,10,10,1
SPY231727,0,1,1,0.5073105096817017,10,10,1
SPY231728,0,1,1,0.5121973752975464,10,10,1
SPY231729,0,0,0,0.49438196420669556,10,10,1
SPY231730,0,0,0,0.4942086637020111,10,10,1
SPY231889,0,0,0,0.2996255159378052,2,10,0
SPY231890,0,0,0,0.11787533015012741,2,10,0
SPY231745,0,0,0,0.48320966958999634,10,10,1
SPY231746,0,1,1,0.7659905552864075,10,10,1
SPY231747,0,1,1,0.8369042873382568,10,10,1
SPY211045,1,1,0,0.792969286441803,0,10,0
SPY211046,1,1,0,0.798904538154602,0,10,0
SPY211051,1,1,0,0.9247852563858032,2,10,0
SPY211063,1,1,0,0.8898804187774658,2,10,0
SPY211044,1,1,0,0.6687449216842651,2,10,0
SPY211047,1,1,0,0.6367049217224121,2,10,0
SPY231750,1,1,0,0.8496381044387817,10,10,1
SPY231751,1,1,0,0.8639011383056641,10,10,1
SPY231752,1,1,0,0.9752717614173889,10,10,1
SPY231753,1,1,0,0.9648428559303284,10,10,1
SPY231731,1,1,0,0.9298809766769409,10,10,1
SPY231732,1,1,0,0.9143686294555664,10,10,1
SPY231758,1,1,0,0.8771158456802368,10,10,1
SPY231759,1,1,0,0.8310166597366333,10,10,1
