spygen_code,label,prediction,residual,prob_pos,domain_true,domain_pred,domain_correct
SPY201963,0,0,0,8.103733506459321e-08,2,2,1
SPY201966,0,0,0,5.8662312341084544e-08,2,2,1
SPY210636,0,0,0,2.1586217258118268e-08,2,2,1
SPY210640,0,0,0,3.246116619948225e-08,2,2,1
SPY210641,0,0,0,1.0190972687951216e-07,10,2,0
SPY210642,0,0,0,1.4040592759556603e-05,10,2,0
SPY210696,0,0,0,0.00029525873833335936,2,2,1
SPY210697,0,0,0,0.000355421012500301,2,2,1
SPY210698,0,0,0,0.0031623677350580692,2,2,1
SPY210699,0,0,0,0.0003600341151468456,2,2,1
SPY210705,0,0,0,0.002817474538460374,2,2,1
SPY210710,0,0,0,0.0005618127761408687,2,2,1
SPY210712,0,0,0,0.001091335667297244,2,2,1
SPY210713,0,0,0,0.000706653343513608,2,2,1
SPY210714,0,0,0,0.0022699881810694933,2,2,1
SPY210717,0,0,0,0.005838405340909958,2,2,1
SPY210718,0,0,0,0.004197358153760433,2,2,1
SPY210719,0,0,0,0.0010294660460203886,2,2,1
SPY210720,0,0,0,0.0045082769356667995,2,2,1
SPY210721,0,0,0,0.004214385058730841,2,2,1
SPY210722,0,0,0,0.0055494774132966995,2,2,1
SPY210723,0,0,0,3.335275948757044e-07,2,2,1
SPY210724,0,0,0,0.0017802412621676922,2,2,1
SPY210727,0,0,0,0.009089099243283272,2,2,1
SPY210728,0,0,0,0.014689147472381592,2,2,1
SPY222967,0,0,0,4.770222858496709e-06,6,2,0
SPY222969,0,0,0,7.538252475569607e-07,6,2,0
SPY222977,0,0,0,1.626687662792392e-05,6,2,0
SPY231711,0,0,0,4.5390683226287365e-05,10,2,0
SPY231712,0,0,0,2.1609717805404216e-05,10,2,0
SPY231735,0,0,0,3.356681554578245e-05,10,2,0
SPY231736,0,0,0,4.734752656077035e-05,10,2,0
SPY231737,0,0,0,0.0007924337987788022,10,2,0
SPY231738,0,0,0,0.0006334803183563054,10,2,0
SPY231739,0,0,0,0.00017550845223013312,10,2,0
SPY231740,0,0,0,0.00012647517723962665,10,2,0
SPY231780,0,0,0,2.8462684653618453e-08,10,2,0
SPY231781,0,0,0,0.0018304050900042057,10,2,0
SPY231782,0,0,0,0.00013770084478892386,10,2,0
SPY231783,0,0,0,0.00021473596279975027,10,2,0
SPY231784,0,0,0,0.0006793587817810476,10,2,0
SPY231785,0,0,0,0.0006171080167405307,10,2,0
