spygen_code,label,prediction,residual,prob_pos,domain_true,domain_pred,domain_correct
SPY201957,0,0,0,0.037574756890535355,2,2,1
SPY201964,0,0,0,0.0407712496817112,2,2,1
SPY210701,0,0,0,0.06817226111888885,2,2,1
SPY210702,0,0,0,0.03154375031590462,2,2,1
SPY210703,0,0,0,0.08919661492109299,2,2,1
SPY210704,0,0,0,0.07825037091970444,2,2,1
SPY210706,0,0,0,0.032164402306079865,2,2,1
SPY210707,0,0,0,0.08909139782190323,2,2,1
SPY210708,0,0,0,0.08810622245073318,2,2,1
SPY210709,0,0,0,0.0841199979186058,2,2,1
SPY210711,0,0,0,0.08520439267158508,2,2,1
SPY210716,0,0,0,0.11473125964403152,2,2,1
SPY210725,0,0,0,0.1724712997674942,2,2,1
SPY210726,0,0,0,0.16939029097557068,2,2,1
SPY231748,0,0,0,0.0007483955123461783,10,2,0
SPY231749,0,0,0,0.003935345448553562,10,2,0
SPY231754,0,0,0,0.059141434729099274,10,2,0
SPY231755,0,0,0,0.18039081990718842,10,2,0
SPY231756,0,0,0,0.09466816484928131,10,2,0
SPY231757,0,0,0,0.11240125447511673,10,2,0
SPY231897,0,0,0,0.01697230525314808,0,2,0
SPY231898,0,0,0,0.024915358051657677,0,2,0
SPY201159,0,0,0,0.0001477679907111451,7,2,0
SPY201160,0,0,0,0.0006056492566131055,5,2,0
SPY201161,0,0,0,0.004931747447699308,4,2,0
SPY201166,0,0,0,0.0009630715358071029,7,2,0
SPY201167,0,0,0,0.001331488718278706,5,2,0
SPY201171,0,0,0,0.01194077730178833,5,2,0
SPY201180,0,0,0,0.003207798581570387,7,2,0
SPY201186,0,0,0,0.0024744775146245956,7,2,0
SPY201190,0,0,0,0.009085248224437237,4,2,0
SPY202494,0,0,0,0.010888904333114624,5,10,0
SPY210643,0,0,0,0.19714629650115967,2,2,1
SPY210644,0,0,0,0.2988329827785492,2,10,0
SPY210648,0,0,0,0.014305186457931995,2,10,0
SPY210651,0,0,0,0.3971211314201355,10,10,1
SPY210658,0,0,0,0.38513413071632385,2,10,0
SPY210659,0,0,0,0.3274981677532196,2,10,0
SPY210663,0,0,0,0.24199272692203522,2,2,1
SPY210664,0,0,0,0.25772082805633545,2,2,1
SPY210665,0,0,0,0.3732421398162842,2,2,1
SPY210666,0,0,0,0.3014577329158783,2,2,1
SPY210670,0,0,0,0.24140740931034088,2,2,1
SPY210671,0,0,0,0.3388993442058563,2,2,1
SPY210689,0,0,0,0.33256563544273376,2,2,1
SPY210693,0,0,0,0.39706921577453613,2,10,0
SPY211263,0,0,0,0.0015340391546487808,7,2,0
SPY211266,0,0,0,0.14312097430229187,2,2,1
SPY211275,0,0,0,0.09456001222133636,6,2,0
SPY211279,0,0,0,0.43968096375465393,6,2,0
SPY211280,0,0,0,0.08017122000455856,2,2,1
SPY211282,0,0,0,0.47770223021507263,6,2,0
SPY211284,0,1,1,0.5146551728248596,6,2,0
SPY211285,0,0,0,0.47794753313064575,2,2,1
SPY211286,0,0,0,0.14151349663734436,6,2,0
SPY211289,0,0,0,0.03253326565027237,7,2,0
SPY211290,0,0,0,0.2473611980676651,7,2,0
SPY211300,0,0,0,0.0034671779721975327,6,2,0
SPY211302,0,0,0,0.006590586155653,6,2,0
SPY211304,0,0,0,0.14750003814697266,7,10,0
SPY211306,0,1,1,0.5567495822906494,6,2,0
SPY211307,0,0,0,0.028223825618624687,6,2,0
SPY211309,0,0,0,0.08315116167068481,6,2,0
SPY231713,0,0,0,0.43336406350135803,10,10,1
SPY231714,0,0,0,0.43204250931739807,10,10,1
SPY231715,0,1,1,0.5049391388893127,10,10,1
SPY231716,0,0,0,0.44768452644348145,10,2,0
SPY231717,0,1,1,0.7999162673950195,10,6,0
SPY231718,0,1,1,0.8218252658843994,10,6,0
SPY231719,0,1,1,0.9128374457359314,10,6,0
SPY231720,0,0,0,0.23553608357906342,10,2,0
SPY231721,0,0,0,0.42720842361450195,10,10,1
SPY231722,0,1,1,0.6075703501701355,10,10,1
SPY231723,0,1,1,0.8666525483131409,10,6,0
SPY231724,0,1,1,0.8841097354888916,10,6,0
SPY231725,0,0,0,0.49616676568984985,10,10,1
SPY231726,0,0,0,0.4405413568019867,10,2,0
SPY231727,0,0,0,0.49620237946510315,10,10,1
SPY231728,0,1,1,0.5195476412773132,10,10,1
SPY231729,0,0,0,0.4789538085460663,10,10,1
SPY231730,0,0,0,0.4706531763076782,10,10,1
SPY231889,0,1,1,0.6909120678901672,2,6,0
SPY231890,0,0,0,0.4964275062084198,2,2,1
SPY231745,0,1,1,0.5572679042816162,10,2,0
SPY231746,0,1,1,0.7958945631980896,10,6,0
SPY231747,0,1,1,0.8478478193283081,10,6,0
SPY211045,1,1,0,0.8281806111335754,0,6,0
SPY211046,1,1,0,0.8202306628227234,0,10,0
SPY211051,1,1,0,0.9537197351455688,2,6,0
SPY211063,1,1,0,0.9421210289001465,2,6,0
SPY211044,1,1,0,0.8547186255455017,2,10,0
SPY211047,1,1,0,0.8835269808769226,2,10,0
SPY231750,1,1,0,0.9399210214614868,10,6,0
SPY231751,1,1,0,0.9188659191131592,10,6,0
SPY231752,1,1,0,0.98164302110672,10,6,0
SPY231753,1,1,0,0.9843215942382812,10,6,0
SPY231731,1,1,0,0.9425961375236511,10,6,0
SPY231732,1,1,0,0.9270893931388855,10,6,0
SPY231758,1,1,0,0.9057338237762451,10,6,0
SPY231759,1,1,0,0.8734535574913025,10,6,0
