spygen_code,label,prediction,residual,prob_pos,domain_true,domain_pred,domain_correct
SPY231762,0,0,0,2.3441041321348166e-06,10,2,0
SPY231763,0,0,0,3.004346808666014e-06,10,2,0
SPY231764,0,0,0,4.430452463566326e-06,10,2,0
SPY231765,0,0,0,3.408023758311174e-06,10,2,0
SPY231766,0,0,0,3.9575729715579655e-06,10,2,0
SPY231767,0,0,0,4.376756805868354e-06,10,2,0
SPY231768,0,0,0,8.511764804097766e-07,10,2,0
SPY231769,0,0,0,4.687515684054233e-06,10,2,0
SPY231770,0,0,0,4.3918134906562045e-06,10,2,0
SPY231771,0,0,0,1.303143193354117e-07,10,10,1
SPY231772,0,0,0,6.736901468684664e-06,10,2,0
SPY231773,0,0,0,7.0389323809649795e-06,10,2,0
SPY231899,0,0,0,7.69627804402262e-05,0,2,0
SPY231900,0,0,0,7.537000783486292e-05,0,2,0
SPY231901,0,0,0,7.944317076180596e-06,2,10,0
SPY231902,0,0,0,8.158896889653988e-06,2,2,1
SPY223325,0,0,0,0.00016719265840947628,9,2,0
SPY223333,0,0,0,0.00020921036775689572,9,2,0
SPY224252,0,0,0,0.00016013470303732902,9,2,0
SPY224256,0,0,0,0.00014054885832592845,9,2,0
SPY201164,0,0,0,0.0010005882941186428,2,2,1
SPY201958,0,0,0,0.00013955181930214167,6,10,0
SPY202493,0,0,0,0.002404135884717107,2,2,1
SPY202510,0,0,0,0.0013422819320112467,2,2,1
SPY202515,0,0,0,0.003793332725763321,2,2,1
SPY210646,0,0,0,0.0001388892560498789,6,10,0
SPY210681,0,0,0,0.0012162391794845462,2,2,1
SPY210682,0,0,0,0.0023549050092697144,2,2,1
SPY210684,0,0,0,0.0007197243394330144,2,2,1
SPY210685,0,0,0,0.009132914245128632,2,2,1
SPY210686,0,0,0,0.0027839667163789272,2,2,1
SPY210687,0,0,0,0.0036049147602170706,2,2,1
SPY210688,0,0,0,0.0012887383345514536,2,2,1
SPY210690,0,0,0,0.002013307996094227,2,2,1
SPY210691,0,0,0,0.0015904103638604283,2,2,1
SPY210692,0,0,0,0.005198945757001638,2,2,1
SPY210694,0,0,0,0.0022343953605741262,2,2,1
SPY211301,0,0,0,0.06904426962137222,6,6,1
SPY211310,0,0,0,0.15895837545394897,6,6,1
SPY231885,0,0,0,0.18040534853935242,0,10,0
SPY231886,0,0,0,0.2012491673231125,0,10,0
SPY211069,0,0,0,0.32127997279167175,0,6,0
SPY211070,0,0,0,0.3809496760368347,0,10,0
SPY211071,0,0,0,0.22480633854866028,2,10,0
SPY211072,0,0,0,0.24138212203979492,2,10,0
SPY231691,1,1,0,0.8797803521156311,10,10,1
SPY231692,1,1,0,0.9025012850761414,10,10,1
SPY231693,1,1,0,0.9654660224914551,10,6,0
SPY231694,1,1,0,0.9331547021865845,10,6,0
SPY231913,1,1,0,0.9691151976585388,2,6,0
SPY231914,1,1,0,0.9770383238792419,2,6,0
SPY201239,1,1,0,0.9666120409965515,6,6,1
SPY201241,1,1,0,0.9645558595657349,6,6,1
SPY201174,1,1,0,0.9887396693229675,4,6,0
SPY201181,1,1,0,0.9840947985649109,4,6,0
SPY201187,1,1,0,0.9838772416114807,4,6,0
SPY201192,1,1,0,0.973433256149292,4,10,0
SPY201198,1,1,0,0.9852910041809082,4,6,0
SPY202491,1,1,0,0.9883261322975159,4,6,0
SPY202495,1,1,0,0.9872308373451233,4,6,0
SPY202500,1,1,0,0.9829335808753967,4,6,0
SPY231683,1,1,0,0.9625726342201233,10,10,1
SPY231684,1,1,0,0.960837721824646,10,10,1
SPY231685,1,1,0,0.9590194225311279,10,10,1
SPY231686,1,1,0,0.9635273814201355,10,10,1
SPY231687,1,1,0,0.9697461724281311,10,10,1
SPY231688,1,1,0,0.9676125049591064,10,10,1
SPY231689,1,1,0,0.9561427235603333,10,10,1
SPY231690,1,1,0,0.9739415049552917,10,10,1
SPY231760,1,1,0,0.9899561405181885,10,6,0
SPY231761,1,1,0,0.9865608811378479,10,6,0
SPY231887,1,1,0,0.9984813332557678,2,6,0
SPY231888,1,1,0,0.9982988238334656,2,6,0
