Sample,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57,Dim58,Dim59,Dim60,Dim61,Dim62,Dim63,Dim64,Standard_dev_1,Standard_dev_2,Standard_dev_3,Standard_dev_4,Standard_dev_5,Standard_dev_6,Standard_dev_7,Standard_dev_8,Standard_dev_9,Standard_dev_10,Standard_dev_11,Standard_dev_12,Standard_dev_13,Standard_dev_14,Standard_dev_15,Standard_dev_16,Standard_dev_17,Standard_dev_18,Standard_dev_19,Standard_dev_20,Standard_dev_21,Standard_dev_22,Standard_dev_23,Standard_dev_24,Standard_dev_25,Standard_dev_26,Standard_dev_27,Standard_dev_28,Standard_dev_29,Standard_dev_30,Standard_dev_31,Standard_dev_32,Standard_dev_33,Standard_dev_34,Standard_dev_35,Standard_dev_36,Standard_dev_37,Standard_dev_38,Standard_dev_39,Standard_dev_40,Standard_dev_41,Standard_dev_42,Standard_dev_43,Standard_dev_44,Standard_dev_45,Standard_dev_46,Standard_dev_47,Standard_dev_48,Standard_dev_49,Standard_dev_50,Standard_dev_51,Standard_dev_52,Standard_dev_53,Standard_dev_54,Standard_dev_55,Standard_dev_56,Standard_dev_57,Standard_dev_58,Standard_dev_59,Standard_dev_60,Standard_dev_61,Standard_dev_62,Standard_dev_63,Standard_dev_64
SPY201163,-0.4580806,6.9283843,0.5301881,-11.036051,11.928697,-12.931828,1.7632109,-1.7479224,0.26500645,-6.1545534,7.7094874,17.377642,12.933428,6.9895186,-14.719026,-11.911782,-8.148409,2.672925,0.80885446,-13.006273,-0.99806166,-0.28127795,8.093616,2.593491,7.3494587,-8.331062,-3.306319,6.793289,2.1593754,-3.970197,-13.137291,-16.907791,1.259774,-33.12218,18.216768,4.545549,4.5793505,7.2220182,-13.833651,9.242018,-10.311489,-0.8237316,-25.256645,-13.472733,-10.600125,14.4640875,4.391359,-33.746998,-19.829458,-15.4888,4.2332807,18.103062,-41.220245,3.9564776,2.7533011,2.8921306,-18.115145,9.573185,18.717058,-2.2114213,-37.180676,-16.131939,-8.017861,-11.957116,0.07941408,0.11964624,0.13892858,0.16259857,0.23604333,0.22685331,0.06967131,0.10995164,0.18490209,0.16227378,0.10362746,0.27765706,0.08824567,0.08142021,0.17026831,0.2021388,0.15276384,0.06601533,0.14607011,0.14018086,0.21776907,0.14106475,0.05282383,0.063799575,0.27495798,0.2806398,0.092663355,0.2328394,0.0796107,0.1531359,0.15887305,0.1530231,0.11698734,0.2790939,0.22974357,0.25789046,0.10330589,0.123864256,0.2510501,0.091105185,0.24046853,0.13431548,0.18265986,0.12951003,0.14017765,0.12831295,0.09518741,0.28267798,0.20333369,0.14898628,0.09125821,0.16877116,0.39874774,0.1187282,0.08037545,0.28870115,0.20772314,0.15450639,0.19576553,0.092480555,0.28085142,0.16140881,0.089625895,0.12188031
SPY231706,-0.38725415,5.3113995,1.4194797,-9.15149,13.900287,-16.37252,1.9752316,-0.8643234,-5.0671196,-1.2970778,5.476209,9.965061,10.458284,4.2374372,-9.835909,-14.864474,-3.582111,3.4136193,-3.7629092,-9.444814,-0.7005397,0.7457969,6.437306,0.82431406,1.9691976,-8.893239,-3.747884,9.382181,1.10528,-2.921453,-13.812812,-13.313992,-1.050738,-28.979338,10.290591,5.2949224,1.5838187,3.5176249,-14.715744,3.7789054,1.4319738,-2.926588,-16.801533,-14.303704,-9.41062,14.172296,2.540988,-26.117767,-17.450056,-13.906984,0.05612863,16.07549,-36.830173,0.44101766,3.6892323,5.110473,-12.2758,5.5295973,13.816765,-4.7878776,-28.974878,-13.2952385,-9.429548,-9.823304,0.03489506,0.092311606,0.26839897,0.1891103,0.20286657,0.1428234,0.08346555,0.0936331,0.2305833,0.2319937,0.09500567,0.25394621,0.05758851,0.08330909,0.09340572,0.23064956,0.15217975,0.07869914,0.22454756,0.18468279,0.23630491,0.10068241,0.11973968,0.06251671,0.15349665,0.14666352,0.071248434,0.1337927,0.099989906,0.16891363,0.1375761,0.1549373,0.07980567,0.21087663,0.11602618,0.23818122,0.08226563,0.042643912,0.240591,0.18237646,0.22442111,0.09384941,0.103813246,0.085196055,0.060296107,0.078660235,0.08700422,0.17083071,0.22824046,0.11206248,0.15481883,0.09523278,0.3217014,0.26565814,0.0853912,0.09138431,0.1903019,0.077964045,0.16091105,0.058347303,0.24001901,0.0715669,0.081041284,0.08630099
SPY231716,-0.93380743,7.2739296,-0.72953033,-9.102473,12.505674,-15.741742,0.11202239,-0.94429904,-4.669402,-4.9526587,8.060394,8.656403,10.365809,3.4592474,-11.632691,-11.796356,-2.9126978,3.975754,-1.05942,-11.264617,-2.9301317,-0.42017028,7.397654,2.1645505,4.3700004,-10.2332945,-2.85411,5.575539,2.6989892,-7.066513,-14.651017,-13.156463,-0.94953346,-26.135761,9.882518,3.9529088,2.1520045,2.443454,-15.420427,5.5783324,-2.308651,-3.9914224,-17.90081,-12.329806,-8.547276,14.564656,4.0311346,-25.41913,-16.16768,-14.6131,2.8691285,14.370615,-34.773403,3.0524452,3.9134932,4.015783,-13.517322,6.6578007,14.979209,-3.2726042,-32.407455,-13.179021,-9.7673645,-8.326871,0.02125264,0.150563,0.1229618,0.12638624,0.22154967,0.17710467,0.110695995,0.06582097,0.16170576,0.18021008,0.19534735,0.23082732,0.087342836,0.11175886,0.2378219,0.20380002,0.096126705,0.06393895,0.115868025,0.20790844,0.1634832,0.09828527,0.035595816,0.1687341,0.2607625,0.21955787,0.07040502,0.22336625,0.10248853,0.2606393,0.24557368,0.10280692,0.058526743,0.2205202,0.10809296,0.16622847,0.10301741,0.07074664,0.20819202,0.14949429,0.30092883,0.12105443,0.21970318,0.1779288,0.06876834,0.113515876,0.08557145,0.15140918,0.124683216,0.18056512,0.18975548,0.09642324,0.23728886,0.13788627,0.1050815,0.17900501,0.18937077,0.08795522,0.13900353,0.17337494,0.41477576,0.1330358,0.14756653,0.098111115
SPY210637,-1.3275486,6.7096753,-2.1854699,-11.666257,9.54249,-9.678105,0.90770096,-0.9136212,1.2937816,-7.702788,8.941203,16.116581,12.629881,5.849191,-16.080948,-7.0563855,-7.4053693,1.731461,4.0822353,-12.948948,-4.5549026,-2.710393,7.59543,4.526873,10.825179,-11.321665,-1.6559949,2.2243533,0.3078746,-7.0668507,-12.782554,-13.6558485,1.5309439,-30.158953,17.192806,5.4335856,3.4897342,6.104348,-14.086779,9.409248,-14.698334,-0.6544241,-24.781603,-12.052399,-8.165957,14.435335,4.9634542,-28.862173,-16.569128,-14.483008,5.485347,16.046085,-32.664104,6.936915,2.0782638,-2.9734187,-20.418825,8.907004,15.926292,0.69360167,-35.25577,-13.28614,-8.519576,-9.45847,0.043091975,0.09045822,0.20041096,0.1863537,0.19136,0.26409978,0.11531466,0.06549277,0.19700886,0.07844048,0.16099396,0.3282184,0.14705537,0.08471,0.20401928,0.21444699,0.23522243,0.106280826,0.23329338,0.18364228,0.20493771,0.092375904,0.08402957,0.09693459,0.1834183,0.29792047,0.079657465,0.15785491,0.1690514,0.25125554,0.27683583,0.1732061,0.11290141,0.30874106,0.24414665,0.097493544,0.12678601,0.18754584,0.27827665,0.124435164,0.34404317,0.13293,0.2880783,0.1450531,0.13024606,0.24168347,0.100888774,0.3294707,0.1823061,0.1761178,0.07251939,0.1756093,0.38392428,0.19873339,0.08904641,0.22722147,0.17989635,0.14773688,0.19962089,0.108234085,0.3138379,0.14866059,0.15782014,0.13150027
SPY231738,-2.5830822,10.864327,-2.751999,-9.433501,17.135635,-14.677649,-2.4019842,-2.0583591,-5.016364,-7.7563624,11.362104,5.7005854,11.080369,1.3874948,-18.891788,-9.395658,-1.8904996,4.4838624,-0.67976564,-15.782593,-8.958626,-1.6603488,7.6074867,8.312371,6.8752713,-11.891303,-3.3892841,2.5032833,2.0124342,-12.51018,-17.239454,-15.18272,-1.3061786,-31.604568,11.569114,1.3827101,4.8130527,2.0206037,-14.9690075,8.825321,-9.414453,-4.9157577,-25.856476,-10.974947,-7.1440635,15.092445,4.947863,-28.669922,-17.041386,-19.948015,7.4903126,14.102368,-36.331837,4.884468,4.550267,1.2564812,-17.900621,8.650208,16.851551,1.3292385,-44.260124,-16.458672,-11.530309,-7.424164,0.047581106,0.10607136,0.13585456,0.15633681,0.2910141,0.15261677,0.1263468,0.087452434,0.07819589,0.11604392,0.11137726,0.24900322,0.09766045,0.12274406,0.2255383,0.18275714,0.11182189,0.05216782,0.09838376,0.17024447,0.28846368,0.07362308,0.09976113,0.20613846,0.20961268,0.17469457,0.09870598,0.09150174,0.17200844,0.19201183,0.24000092,0.14209238,0.043618742,0.2344749,0.13062698,0.22964434,0.06622191,0.065674685,0.22789524,0.12467196,0.1881471,0.14947473,0.24418798,0.12429983,0.10114747,0.14049298,0.07951796,0.19962493,0.17307743,0.21119155,0.11294867,0.13868296,0.2871152,0.092869446,0.1804939,0.16904816,0.1861817,0.07973908,0.14004011,0.12772684,0.44095963,0.18303964,0.10861356,0.109658934
SPY231703,-1.7284975,9.192243,-3.0956295,-9.899311,14.926081,-15.030601,-1.5007143,-1.5252448,-3.4979863,-6.968421,11.019836,8.696778,11.358047,2.9049578,-16.081667,-9.3766365,-2.9175673,3.6399918,0.8844754,-14.437945,-6.591219,-1.832887,7.5959764,5.690363,7.50512,-12.729443,-3.026782,2.9440138,2.2126222,-10.906386,-16.725662,-14.215425,-0.5272417,-29.1842,11.9063425,2.4131172,3.3085725,2.1297593,-16.005173,7.419051,-7.8655286,-4.3821425,-23.234827,-11.875764,-8.060394,15.863576,5.090507,-27.751566,-16.973719,-17.85262,5.7584133,15.180654,-35.027218,5.6877956,4.4830585,1.7681282,-16.956362,7.8025255,17.290825,-0.033632148,-39.768044,-14.949762,-11.086455,-7.8636174,0.09285768,0.16682556,0.15651727,0.12763931,0.3034686,0.2328355,0.1380238,0.06973579,0.16174212,0.13239089,0.1373688,0.30978972,0.0856873,0.16110483,0.30880174,0.27503365,0.14631805,0.107083246,0.17852597,0.21096739,0.32830682,0.13240634,0.09409388,0.26976296,0.1885859,0.24396768,0.1096999,0.16875768,0.21050262,0.25768402,0.26019666,0.14299372,0.08847414,0.28861994,0.1474753,0.17110589,0.15982622,0.1121991,0.24007894,0.17768441,0.38241372,0.14809823,0.32282218,0.1293268,0.17448102,0.16205111,0.08232927,0.22221649,0.15331541,0.26580256,0.21338998,0.118814155,0.3744802,0.11414314,0.13659227,0.29065758,0.21093851,0.11764523,0.11571412,0.23345222,0.5364058,0.19026896,0.13077089,0.10369066
SPY211068,-1.0443509,6.2140403,-0.9085995,-10.777876,8.280934,-9.957399,1.054397,-1.0759499,0.23916203,-5.642373,6.819985,14.735874,10.8516445,5.6053143,-12.716834,-7.9016633,-6.730769,2.1072938,1.7532086,-10.090246,-2.5361009,-0.913662,7.4806595,2.5824928,6.82306,-7.4684772,-1.4158617,4.497153,0.5944862,-3.7777143,-10.042866,-12.66184,0.5891364,-26.748909,14.4419985,4.1996617,3.368007,5.5217643,-11.131217,7.521251,-9.751013,-0.8164551,-20.958242,-10.712827,-7.942876,11.984423,3.749924,-26.865353,-14.724839,-12.36934,3.696284,14.704409,-31.614017,4.3982043,2.2649622,0.10099864,-15.7443905,8.047866,15.296863,-0.90226805,-30.219587,-12.430079,-6.77813,-9.046185,0.09525387,0.07290009,0.16499962,0.19641201,0.19146186,0.36343127,0.05204897,0.031493977,0.13593407,0.12066816,0.08878118,0.1564691,0.06074446,0.07040075,0.3168683,0.35071877,0.14434223,0.07276898,0.17812712,0.15123072,0.32282206,0.108132675,0.04488748,0.22144075,0.12856144,0.15220706,0.09696462,0.17609742,0.2974509,0.13607615,0.24546356,0.16678828,0.05393904,0.22010162,0.14446618,0.09103852,0.11927338,0.14452277,0.2589107,0.18059862,0.53196025,0.123843424,0.28886822,0.16904905,0.22770682,0.19020975,0.08322566,0.15300976,0.23963799,0.13672234,0.1437376,0.10782545,0.424321,0.18442383,0.08771701,0.42027143,0.286594,0.10898844,0.13351904,0.24016064,0.23937921,0.11401025,0.08563741,0.1535409
SPY231894,-2.497561,12.428367,-2.4486253,-8.1797495,21.591408,-15.745053,-3.6847363,-3.11427,-5.8423247,-6.994651,12.815674,2.7083979,11.229205,-0.28970107,-21.91336,-10.754668,-0.7407955,4.712303,-1.6120241,-16.827032,-11.197775,-2.157698,6.408257,10.877972,6.4911675,-13.542272,-4.9333234,1.794273,3.4135215,-14.886249,-20.16029,-16.888737,-1.4595777,-34.06639,11.632771,-0.904466,5.573853,1.3332111,-15.845137,9.129205,-9.228746,-6.7614093,-28.94742,-11.025082,-7.5245304,15.7881975,5.5340314,-29.552652,-18.410044,-22.998907,8.933215,13.232368,-37.942764,4.578812,6.8197813,2.6018193,-18.076761,8.946519,17.222475,2.358033,-50.519344,-19.227661,-12.80521,-7.162362,0.020270733,0.08142715,0.048820242,0.07338432,0.24166153,0.096643455,0.0712055,0.05630974,0.03456934,0.050878525,0.09707804,0.11656798,0.058194067,0.063915364,0.18787242,0.09653407,0.05618108,0.030358553,0.0521718,0.08869105,0.14205264,0.04743849,0.0688369,0.13450502,0.06698909,0.13175592,0.088745266,0.057483707,0.09716568,0.1369609,0.17941365,0.11643654,0.034169413,0.20174138,0.05927479,0.12721598,0.043908164,0.042217597,0.10820428,0.048207782,0.09700913,0.09026344,0.21859193,0.051727593,0.060877383,0.08954244,0.052091975,0.13979189,0.11751601,0.18106535,0.08513641,0.056570433,0.17220755,0.05253203,0.13134733,0.099579744,0.07544045,0.049081363,0.09193682,0.086549036,0.38761565,0.16287355,0.08661059,0.0281068
SPY211280,-0.10213842,6.3067517,2.961878,-6.7909327,10.321547,-12.947122,1.6114777,0.30399102,-1.6668645,-8.281565,9.343803,12.80869,11.329641,5.341031,-12.589085,-11.998353,-5.145826,2.6557305,-0.25647968,-14.805793,1.9426826,-1.7975898,8.034596,2.719522,10.946385,-12.664792,-2.7341108,3.6118882,3.3863437,-6.805669,-14.738601,-16.147738,0.8976929,-28.968279,16.919254,9.183472,3.0873916,5.6953516,-17.888805,9.853702,-9.561119,0.18053375,-21.697952,-12.633478,-8.571674,14.81428,5.134849,-28.338755,-20.515718,-14.980204,4.8404393,15.22505,-37.714264,2.0470934,1.4286174,-0.6600758,-20.042374,6.1249485,14.025085,-1.5379748,-34.03819,-13.656005,-8.518465,-11.225088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPY231713,-1.6469417,8.006737,-1.0392432,-9.222489,10.366102,-11.662457,-0.44689772,-0.85119444,-3.0716405,-6.8605843,8.1326065,9.219237,9.723709,3.5893257,-13.400147,-8.272995,-3.6169531,3.4933765,-0.5457851,-12.045513,-4.1198163,-0.8168121,7.859815,3.9454472,6.27233,-8.402589,-1.4752659,3.7192798,0.9316502,-6.668798,-11.890719,-12.752494,-0.94011784,-26.20686,11.429094,3.8854628,3.6634622,3.4012558,-12.193841,7.8554873,-7.9806476,-2.2302678,-20.224699,-9.982938,-6.6466465,12.275552,3.7452173,-25.422728,-14.816874,-14.468621,4.9903135,13.214427,-32.12602,3.462566,2.0902183,0.2979293,-15.748629,7.4474287,14.60747,-0.5177766,-32.819263,-12.530881,-7.9666915,-7.8356476,0.10541067,0.10766962,0.31373668,0.3324762,0.24553351,0.34192067,0.092869185,0.076543115,0.20657577,0.122680806,0.12319258,0.3115528,0.11321312,0.12675965,0.25026417,0.41582605,0.19726825,0.12215072,0.2642381,0.26044792,0.44579044,0.10639492,0.062463373,0.1775392,0.19874284,0.22273207,0.13369076,0.12521231,0.3541381,0.19574356,0.33561173,0.23331149,0.09587992,0.22625147,0.17224832,0.21507111,0.09558843,0.15310216,0.38394976,0.15175173,0.43037236,0.11402891,0.25590175,0.15706983,0.1877209,0.1985292,0.11304133,0.22417437,0.3390716,0.17493005,0.11544972,0.14887403,0.54054576,0.25827014,0.114372276,0.3233282,0.22004709,0.13788246,0.16643278,0.2056956,0.31552705,0.1679738,0.11353053,0.17223603
SPY210644,-2.744985,9.314438,-3.4929767,-11.940208,12.9363985,-12.051905,-1.1194936,-1.8536907,-2.9153724,-7.2263174,9.17168,10.126157,11.608864,3.3160126,-17.664183,-7.229059,-4.520036,3.4730701,0.88966626,-13.126259,-8.443727,-1.2151282,7.9034653,6.3912454,6.226325,-8.860325,-1.8251936,3.70141,-0.5198875,-8.825911,-12.852915,-13.646225,-0.84304714,-30.926033,12.632897,2.298467,4.7219186,3.8682315,-11.919646,8.59325,-11.343197,-3.1043558,-25.06299,-10.589457,-6.5188265,13.384679,3.7752004,-28.928083,-15.043039,-16.84648,6.278052,15.088023,-33.898037,5.772406,3.2502828,-0.2791414,-17.793673,9.335111,17.030043,0.94811934,-39.116802,-14.404777,-9.947238,-7.5829883,0.07313566,0.12956722,0.17072067,0.16584052,0.28197566,0.2647368,0.12732917,0.049944356,0.1895346,0.10009339,0.14464857,0.36244875,0.1253426,0.16515063,0.16728793,0.24124718,0.22174674,0.09969418,0.16928776,0.22390923,0.29056308,0.07600304,0.08144882,0.16878314,0.17849667,0.21434464,0.10968316,0.10241781,0.20968947,0.2534979,0.31945953,0.1888457,0.09376419,0.21456768,0.22176191,0.16974415,0.05988365,0.16045141,0.2901622,0.11731698,0.25736585,0.14482228,0.18353392,0.16539471,0.16369192,0.19754393,0.08510698,0.2632742,0.24430212,0.23743226,0.110976964,0.16253398,0.42830092,0.110284775,0.10539039,0.22588089,0.19211848,0.08744072,0.1622868,0.13201955,0.41795248,0.16618846,0.14204162,0.1655727
SPY231695,-1.3578458,8.3944025,-0.8015294,-9.950051,13.459541,-15.109748,0.22391276,-1.5006554,-3.2620404,-6.223239,8.836438,11.088594,11.3699045,4.4613,-14.031513,-11.479507,-4.602767,3.9060724,-0.736026,-13.409831,-3.2783155,-0.20894773,8.364832,3.4245577,5.948223,-9.0619335,-3.131051,5.711741,2.5590315,-7.136874,-14.537621,-15.192848,-0.57262117,-30.01167,13.049501,3.466754,3.8842986,3.752497,-14.801146,7.8187547,-6.381895,-3.1511297,-22.272932,-12.438601,-9.0633335,14.836232,4.199389,-29.78797,-17.959745,-16.41161,4.5736423,15.974143,-38.582516,3.8938024,3.2980056,3.607311,-15.925091,8.608155,17.591024,-1.9929692,-36.81035,-15.114272,-9.465887,-9.39409,0.057762925,0.15523414,0.13495411,0.12690595,0.23867005,0.21895184,0.10179381,0.062445372,0.17824863,0.186705,0.13906807,0.2690906,0.110714935,0.13331746,0.30239668,0.19626662,0.14505175,0.080573864,0.12669416,0.20424736,0.21174991,0.08518648,0.050216537,0.18880609,0.1972912,0.16925925,0.09290757,0.20578296,0.08597023,0.24463493,0.21448113,0.15303332,0.074566975,0.29925838,0.19276641,0.14032602,0.12423959,0.14503042,0.18542874,0.20037106,0.3802324,0.1416889,0.3317492,0.13896842,0.12319593,0.14015579,0.055739798,0.28110355,0.16385628,0.21830113,0.19405036,0.13458091,0.33769548,0.12690833,0.12813361,0.22992568,0.28877026,0.12853168,0.16227925,0.16791509,0.47926113,0.16137572,0.14255098,0.10849534
SPY211289,-1.8050405,9.668142,-0.17214175,-10.056384,15.794288,-16.118998,0.3461762,-2.3887463,-4.319442,-6.1187196,8.624987,10.335817,12.000967,4.204691,-16.071804,-13.009385,-4.998548,4.6344514,-2.1824968,-14.411485,-3.960369,1.0908291,8.849934,4.1426587,4.571952,-7.177622,-3.8547041,6.925175,2.9369552,-6.883919,-14.968436,-16.78842,-1.2834039,-33.284157,13.492565,2.2988617,5.433756,4.1450543,-14.323407,8.866189,-6.3861504,-3.6924386,-24.534483,-12.539176,-9.445529,14.672805,3.6199958,-32.78418,-19.27334,-18.143518,5.365551,16.419632,-42.92132,3.4779398,3.5133522,5.3201876,-16.347351,10.281321,18.857662,-2.414456,-40.492657,-16.984102,-9.692115,-9.812656,0.06298971,0.08514713,0.20164955,0.1690128,0.24430937,0.22460727,0.09564207,0.082755156,0.15403423,0.12795915,0.06824184,0.21154541,0.095081285,0.10032638,0.13574386,0.32677695,0.12668782,0.07275698,0.1721115,0.15987337,0.26727727,0.12640895,0.04201292,0.09966923,0.2030541,0.1805604,0.11869702,0.18516485,0.18732126,0.13697632,0.19141355,0.20744394,0.07634669,0.2815558,0.1809166,0.20728283,0.097503014,0.11311226,0.2314684,0.116208136,0.26037472,0.115005076,0.17460234,0.15074193,0.14137526,0.12036512,0.06356557,0.2972289,0.2808703,0.15244912,0.05847172,0.14280112,0.5237981,0.16257678,0.09762137,0.2809929,0.17880544,0.12643474,0.1526124,0.14842705,0.26249507,0.17764853,0.06675553,0.1551823
SPY231762,-1.9394246,10.466199,-2.2732613,-9.614996,17.748732,-16.901033,-1.5199171,-2.2466762,-4.8508987,-6.9037356,11.366979,7.215347,12.019942,2.10001,-17.958115,-11.546827,-2.7250626,4.5487504,-0.5790412,-15.302299,-7.132661,-0.8882216,7.9751053,6.5019984,6.300756,-12.244472,-4.08667,3.778139,3.4359834,-11.655677,-18.393639,-15.856342,-1.3181983,-31.964376,11.908248,1.6359922,4.369299,2.0034008,-16.941816,7.8718076,-6.719294,-5.504352,-25.114206,-12.38088,-8.824144,16.425875,4.879676,-30.109056,-18.476019,-19.633558,6.2807446,15.390779,-39.16522,5.095489,5.3361645,3.8677073,-17.069515,8.951643,18.279842,-0.84250945,-43.672695,-16.96809,-11.801301,-8.220934,0.075133175,0.15784875,0.11710405,0.14059463,0.30239272,0.1369466,0.14138468,0.07872597,0.11177582,0.122653246,0.17273666,0.32789963,0.08749493,0.16904856,0.3149942,0.17868537,0.16132337,0.053988677,0.10623453,0.18772368,0.2812263,0.112954,0.08041436,0.28177616,0.1853185,0.18952125,0.07853935,0.1761152,0.10957775,0.2637554,0.22093008,0.11376901,0.066430055,0.26267,0.14428659,0.20647416,0.1203632,0.09131376,0.13409676,0.14586423,0.30938518,0.14262092,0.32274875,0.11044164,0.11292723,0.09531325,0.07291914,0.2197512,0.111570075,0.25420767,0.21029563,0.15866974,0.24372932,0.10607878,0.14812458,0.2061229,0.18495506,0.10746574,0.14597626,0.21595998,0.52539337,0.17102653,0.10563457,0.101621576
SPY231904,-1.9003818,8.756026,-2.3031483,-12.4241495,17.507187,-16.451118,0.50662124,-4.5324492,-1.993262,-1.2062654,7.1166835,13.929601,12.611321,6.088589,-16.22483,-13.02311,-7.600434,2.2557147,-1.3623798,-11.166483,-5.7515707,3.4492533,7.5853744,3.1991243,1.4146183,-3.6559908,-4.324086,10.351429,1.9446001,-3.2131991,-12.867404,-15.970394,-0.7437015,-35.97186,13.866039,-2.19614,5.4811497,4.6431003,-10.860182,6.4364758,-3.6217384,-4.2597733,-24.485592,-13.058346,-11.479922,14.27455,2.061921,-33.95192,-17.92257,-16.963306,2.932585,18.528967,-42.92064,5.2468495,5.675845,9.090121,-12.385858,11.719133,20.826132,-3.9536543,-38.08246,-17.865088,-9.269057,-9.922433,0.06606587,0.112204194,0.09903259,0.1321291,0.24170439,0.13090535,0.08395485,0.14139886,0.10613815,0.20584549,0.07875161,0.20669356,0.114387095,0.09023783,0.2635395,0.19168498,0.17816259,0.104583256,0.120568104,0.10267311,0.18774803,0.16296363,0.042103086,0.10947019,0.11133191,0.21679181,0.08811616,0.18735597,0.05079572,0.19086899,0.1266939,0.16019917,0.0665345,0.4301042,0.18098186,0.20941584,0.15663956,0.10252379,0.19986008,0.11351551,0.25071526,0.061317123,0.32664305,0.13321052,0.14242052,0.0986313,0.08646325,0.36380273,0.17141894,0.1427166,0.13410255,0.16603757,0.40361768,0.13514555,0.07590749,0.19588299,0.14704567,0.18899468,0.18392743,0.11215581,0.34446993,0.20627931,0.059075385,0.11838323
SPY211303,-1.1177554,7.9720817,0.07138683,-10.562596,12.832595,-14.3332,0.93615794,-1.528443,-1.8037732,-6.6135826,8.570443,13.790907,12.306774,5.732747,-14.729588,-11.828702,-6.2346096,3.5486608,-0.083780855,-13.769101,-2.2229567,-0.23604205,8.591884,3.1973393,6.959163,-8.985578,-3.1308787,5.975942,2.5287426,-6.0438943,-14.085328,-16.326838,0.13020183,-31.963013,15.508627,4.435531,4.309208,5.3803043,-14.773594,9.032414,-8.59545,-2.043386,-24.103947,-13.146021,-9.775871,14.958196,4.3976183,-32.22647,-19.115217,-16.39061,4.727976,17.145267,-40.498837,4.065669,2.7544682,3.1180456,-17.754389,9.230821,18.206589,-2.0680747,-37.72433,-15.680508,-8.92606,-10.87728,0.026691642,0.1270047,0.104575984,0.09027471,0.27281275,0.24039292,0.029077854,0.056195762,0.2072211,0.12708585,0.059099525,0.20549215,0.06300859,0.06914276,0.22597952,0.25378495,0.095525,0.099923275,0.20904635,0.18281408,0.08796119,0.093951635,0.05574794,0.11229842,0.16839024,0.11645998,0.10036059,0.17402184,0.076967716,0.1022616,0.16187802,0.18781789,0.07576212,0.30742246,0.116032824,0.078768186,0.13087714,0.07519793,0.121279635,0.1658984,0.3105981,0.09100396,0.25484616,0.07238345,0.07995123,0.076336384,0.051231056,0.26893783,0.2049638,0.21479513,0.13545968,0.062122427,0.48224723,0.11397213,0.062045608,0.24656264,0.22490992,0.10417155,0.114312634,0.11197242,0.4217408,0.18709394,0.09712049,0.042784967
SPY202491,-1.7678072,7.704634,-1.005845,-11.203566,9.367969,-7.9244223,0.0963371,-1.1756344,-0.4947301,-7.763539,7.8431463,12.846609,11.508534,4.67157,-17.446243,-6.140418,-6.7255607,2.674928,1.3045702,-12.519165,-5.4022183,-1.6611507,7.717724,5.5078583,8.324371,-7.544659,-1.0967089,3.0252218,-1.391121,-5.808075,-10.115449,-13.464328,-0.19020249,-31.23269,15.681691,5.151957,5.1741734,6.641898,-10.44917,10.628152,-15.231813,-0.2474808,-25.53448,-10.074972,-5.897058,11.416529,3.5614564,-28.530836,-15.455817,-14.500021,6.46739,14.136333,-32.215225,4.946816,1.0157782,-3.7441127,-20.533373,9.198939,14.448406,1.3797717,-35.749115,-13.027612,-7.4784746,-8.483919,0.08143291,0.12772445,0.21439502,0.17931455,0.22258137,0.31779408,0.10560135,0.051647473,0.22024053,0.14667547,0.12512006,0.26843655,0.07617769,0.103171654,0.18568112,0.30618376,0.18371369,0.10573779,0.19144168,0.25051656,0.2972972,0.06035483,0.071269,0.12241849,0.22735947,0.20279254,0.09158376,0.12987427,0.22361468,0.18610963,0.2608149,0.24668902,0.085418366,0.25392213,0.2638015,0.21711846,0.08501796,0.19051094,0.29781026,0.18467124,0.35206518,0.16879107,0.21122092,0.13774176,0.15309073,0.19834638,0.08172257,0.26536316,0.30122828,0.22542807,0.10584142,0.118308686,0.5045117,0.133911,0.112586625,0.29205906,0.27299416,0.086087316,0.17555532,0.13274261,0.3501269,0.15489574,0.12963253,0.17857838
