Sample,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57,Dim58,Dim59,Dim60,Dim61,Dim62,Dim63,Dim64,Standard_dev_1,Standard_dev_2,Standard_dev_3,Standard_dev_4,Standard_dev_5,Standard_dev_6,Standard_dev_7,Standard_dev_8,Standard_dev_9,Standard_dev_10,Standard_dev_11,Standard_dev_12,Standard_dev_13,Standard_dev_14,Standard_dev_15,Standard_dev_16,Standard_dev_17,Standard_dev_18,Standard_dev_19,Standard_dev_20,Standard_dev_21,Standard_dev_22,Standard_dev_23,Standard_dev_24,Standard_dev_25,Standard_dev_26,Standard_dev_27,Standard_dev_28,Standard_dev_29,Standard_dev_30,Standard_dev_31,Standard_dev_32,Standard_dev_33,Standard_dev_34,Standard_dev_35,Standard_dev_36,Standard_dev_37,Standard_dev_38,Standard_dev_39,Standard_dev_40,Standard_dev_41,Standard_dev_42,Standard_dev_43,Standard_dev_44,Standard_dev_45,Standard_dev_46,Standard_dev_47,Standard_dev_48,Standard_dev_49,Standard_dev_50,Standard_dev_51,Standard_dev_52,Standard_dev_53,Standard_dev_54,Standard_dev_55,Standard_dev_56,Standard_dev_57,Standard_dev_58,Standard_dev_59,Standard_dev_60,Standard_dev_61,Standard_dev_62,Standard_dev_63,Standard_dev_64
SPY212716,-1.4566587,6.720248,-1.7453538,-12.326667,8.577978,-7.160203,1.1982374,-1.3092805,1.9124726,-7.4978228,7.669888,16.725079,12.661385,5.7576995,-17.890388,-5.711169,-8.67067,1.6560895,3.5687041,-11.822493,-5.1554766,-2.1609128,7.484265,5.307306,9.853857,-8.355256,-1.3043287,2.7004395,-1.4663936,-5.367035,-10.146138,-13.358367,1.1868937,-32.06328,18.09462,5.3196793,4.852383,7.755753,-10.976422,10.318223,-17.310345,0.43462798,-26.67851,-10.774684,-7.0178986,12.005972,4.0781136,-29.435566,-15.746955,-13.636159,5.845822,15.263331,-31.873161,6.3691707,1.4025229,-4.4587812,-21.15448,9.844832,15.054819,1.4868973,-35.18559,-13.251291,-7.4001765,-8.912884,0.06654317,0.10502011,0.22338314,0.21104087,0.18367052,0.2903272,0.07944012,0.058497734,0.1879041,0.10528441,0.117750965,0.24005058,0.1232024,0.06142455,0.23224902,0.31622148,0.15537877,0.102829404,0.2250544,0.21454172,0.29654506,0.08401824,0.072645225,0.12762147,0.168986,0.2190453,0.08475534,0.13925345,0.22665285,0.15555508,0.25514314,0.23183912,0.08839819,0.22547975,0.17424642,0.12697044,0.07814779,0.119443275,0.3076214,0.10430777,0.36789227,0.102945134,0.22284068,0.16768487,0.15743606,0.21480316,0.07407759,0.26878905,0.2614464,0.19172445,0.084078275,0.16860181,0.5019991,0.21481936,0.07607225,0.29131472,0.16854012,0.12302646,0.20009471,0.15385339,0.3280941,0.15639035,0.12268936,0.17547962
SPY231733,-1.8741081,10.698258,0.35050246,-12.047149,19.200476,-18.145313,1.2539779,-3.4656043,-3.5155764,-7.0892262,9.618051,14.280242,15.324802,5.598246,-20.124403,-15.777952,-7.764254,5.059809,-1.8040576,-17.26829,-4.2994475,1.1913601,9.873865,5.2453065,5.8540277,-8.079382,-5.4154577,8.405387,3.5957565,-7.647516,-17.657188,-20.942928,-0.29661217,-41.318092,17.822973,2.6328714,6.8457336,6.1399307,-16.738043,11.33379,-9.793825,-3.681023,-31.235666,-15.532244,-11.606617,17.520277,4.16728,-41.09102,-23.483675,-21.594284,6.4108243,20.449951,-51.9471,4.747013,4.182385,6.629597,-20.563923,12.995705,22.960999,-2.655295,-49.052288,-20.862295,-11.329197,-12.769067,0.03074303,0.04782428,0.054649793,0.058309134,0.11594664,0.11621543,0.03949721,0.03600874,0.07341912,0.038635746,0.046901107,0.11073029,0.060957164,0.053282484,0.087981865,0.10782041,0.06582972,0.036504254,0.055105902,0.049771655,0.083792426,0.043458577,0.028751254,0.045796543,0.06196936,0.06923807,0.04654507,0.08664926,0.056292854,0.073636584,0.0961597,0.0797639,0.03521236,0.16164899,0.08647879,0.06451107,0.04886699,0.067633554,0.09844437,0.036346227,0.11429965,0.059913777,0.12108214,0.07388798,0.059487138,0.06836442,0.024622377,0.15227497,0.10457307,0.086360656,0.04306136,0.07918202,0.21474485,0.057763103,0.042597983,0.103893965,0.063253775,0.061148793,0.08773084,0.06626134,0.16345885,0.08400098,0.059020888,0.057599854
SPY211306,0.27107903,4.61944,0.09777834,-10.031945,16.0034,-16.720768,2.0761375,-1.8636489,-3.5190406,1.5295134,4.9548993,10.550416,10.861717,4.919928,-10.971585,-14.396317,-4.4809203,2.3547597,-3.8553185,-7.679466,-2.8190155,2.2901034,5.3946805,0.6011204,0.60948324,-9.490938,-3.9779334,10.162262,-0.123496346,-1.7532413,-13.629717,-12.281579,-0.8420571,-31.684217,10.194803,4.0359716,0.8296163,3.6859467,-13.103315,1.5285093,3.4931395,-3.1306188,-16.694288,-14.918948,-9.996422,14.0314045,1.8115523,-25.049055,-16.67397,-13.292374,-2.0384257,16.406488,-35.199932,1.6250303,4.765078,5.737397,-11.532313,5.6185627,13.678803,-5.5915112,-27.513922,-13.389601,-9.455327,-8.9917555,0.035556268,0.031762376,0.062068768,0.04153452,0.1305985,0.078572564,0.029178593,0.041615207,0.06960389,0.08506383,0.046094947,0.08253842,0.05150653,0.030443544,0.11830645,0.06826405,0.056806333,0.05384435,0.050456572,0.053747248,0.06997534,0.054718167,0.04181596,0.01478799,0.030218795,0.1226974,0.03570431,0.038619697,0.053539693,0.061963215,0.12135851,0.04492658,0.032789595,0.18090001,0.051768158,0.06627944,0.03356705,0.035701368,0.122241355,0.059532158,0.06564979,0.028881814,0.09003527,0.063250296,0.03123005,0.05968471,0.030274453,0.08395371,0.09193213,0.062652595,0.05499182,0.040167,0.12720999,0.06253814,0.038855515,0.047214586,0.074486084,0.033603184,0.061628174,0.03951026,0.141224,0.062188484,0.06374232,0.03068084
SPY231748,-1.5925919,11.621892,2.53664,-4.3168745,20.76852,-17.890162,-0.18328872,-1.6620432,-8.4803705,-7.4100184,11.72767,1.3638923,11.54962,-0.78188866,-18.979244,-16.223164,-0.37434325,6.244454,-4.974326,-17.50467,-3.4094682,-1.4422789,8.291516,8.13097,8.1251135,-13.006428,-5.2261124,3.368016,7.275368,-13.440529,-21.45585,-17.993052,-2.6421237,-33.037464,12.200666,4.619088,5.3275876,1.350616,-19.566593,10.027501,-5.267114,-5.4757376,-25.182163,-12.681391,-8.329929,15.477891,5.0555596,-29.11592,-20.675316,-21.20221,7.684009,12.976838,-42.4324,0.32403296,4.8689804,3.0528011,-18.957504,8.202608,13.699775,-0.9525515,-45.565125,-18.326368,-11.516628,-8.8229475,0.060051408,0.14805582,0.40899208,0.31124726,0.26028514,0.18566132,0.27048826,0.14005935,0.2896182,0.107759014,0.11535451,0.23654887,0.08179503,0.15667838,0.2604352,0.4509155,0.096183,0.066095404,0.28395772,0.11507959,0.5581534,0.082523406,0.11404573,0.21715792,0.13389713,0.1500298,0.087830134,0.20676085,0.23584586,0.17183892,0.20378475,0.17778812,0.11587055,0.2193486,0.13328046,0.44210237,0.07362622,0.08455357,0.308131,0.11157289,0.28446612,0.2066284,0.32739162,0.11897731,0.048404343,0.1308895,0.1316601,0.17064911,0.24584274,0.19714515,0.12371456,0.10841667,0.41712844,0.421303,0.1871134,0.11974467,0.17032379,0.11484068,0.36831513,0.21869174,0.43796504,0.17339382,0.1238343,0.12245391
SPY210663,-3.0092006,6.3432174,-6.03795,-15.294085,7.582645,-2.9179885,0.8106059,-1.7635701,1.0884675,-5.866851,5.3522077,14.902544,11.979213,3.4214542,-20.822615,-0.24262261,-7.565514,-0.035605393,6.1172385,-8.02043,-12.172674,-2.9505165,5.67624,8.00473,6.7805676,-5.654217,0.43643185,1.6414915,-6.3171377,-5.487685,-6.0645604,-8.403137,0.20992865,-30.630215,15.431951,2.7135375,4.8519974,7.3102207,-5.1370873,8.438653,-20.675226,0.3920192,-25.513075,-7.3758464,-2.475755,7.9641232,2.8207393,-24.925726,-8.949895,-11.839509,5.8966594,12.873893,-22.038963,7.8830414,1.2347572,-8.146115,-19.419853,10.211129,12.1913185,3.3444624,-32.264782,-11.042535,-7.8050423,-4.5379043,0.04738039,0.09301501,0.09505542,0.10992529,0.09715134,0.21293098,0.10223447,0.04153899,0.11166401,0.09738771,0.13684766,0.18113573,0.059579454,0.053249877,0.16505283,0.14646843,0.16005464,0.09241346,0.12393602,0.19047928,0.13886565,0.037281934,0.07476152,0.0909335,0.09367407,0.20953862,0.024857026,0.061650548,0.13504133,0.11671976,0.17922501,0.12452532,0.0532702,0.1631076,0.15536936,0.06210972,0.07074876,0.13643424,0.22110513,0.07034474,0.24909899,0.093406625,0.1288249,0.09730534,0.10831035,0.16837901,0.04294885,0.11842545,0.1944081,0.13094749,0.05344252,0.096575096,0.27264255,0.062307104,0.044182494,0.14830486,0.07377305,0.11232504,0.13610038,0.041507486,0.2099591,0.05751413,0.07484117,0.12116766
SPY231665,-2.5020697,11.661337,-2.8324873,-9.058142,19.862919,-15.769211,-3.0210865,-2.6164362,-5.270945,-7.6034966,12.5733385,4.761348,11.733845,0.7648934,-20.78402,-10.419298,-1.5468975,4.600373,-0.67552197,-16.944283,-10.154481,-2.2182834,7.136397,9.721203,7.3787594,-13.714192,-4.365249,2.0023267,2.8794754,-14.345834,-19.678137,-16.461296,-1.1137791,-33.60856,12.063639,0.49625596,5.049741,1.7121627,-16.480783,9.145658,-9.741763,-6.030566,-28.090918,-11.634991,-7.735303,16.376564,5.5922856,-30.019518,-18.370932,-22.06048,8.333375,14.385149,-38.156704,5.229693,5.8770614,1.9581697,-18.763697,8.899787,17.613903,1.7682675,-48.572678,-18.252596,-12.685416,-7.614381,0.044485617,0.11561942,0.09868204,0.14971426,0.29617745,0.12786694,0.110288315,0.07928953,0.0892449,0.09035288,0.097575404,0.25489578,0.08317721,0.1277614,0.21399768,0.15385774,0.110938154,0.07586996,0.13550232,0.09188529,0.2132884,0.097337075,0.130205,0.18083377,0.13682805,0.19376282,0.10070491,0.106135234,0.14836642,0.16868658,0.20020469,0.12108644,0.07402922,0.22517817,0.07472823,0.19045575,0.08654906,0.07652139,0.14121822,0.07687904,0.16488616,0.13568161,0.21826498,0.07664117,0.078166045,0.094329275,0.078670934,0.19311732,0.11385054,0.19566092,0.10740788,0.12091446,0.25587562,0.09191607,0.16768977,0.16443983,0.104178876,0.102996714,0.1172831,0.13472012,0.4058964,0.18619929,0.090251364,0.061853755
SPY231679,-1.7739983,12.847669,0.89846426,-5.081712,23.349977,-18.028767,-1.6588491,-2.9373124,-7.8432384,-6.81352,12.599235,0.48615253,11.907623,-1.7178948,-21.504408,-15.402961,-0.32097054,6.2140894,-4.4730864,-17.273981,-6.7797008,-1.5771167,7.409916,9.881154,7.0877805,-13.200486,-5.901818,2.7362409,7.186299,-14.544289,-22.5437,-18.396524,-2.725451,-34.601078,11.858849,1.2784122,6.006228,0.97521585,-18.696354,9.584278,-5.659677,-7.2803106,-27.754162,-12.199818,-8.598824,15.753878,5.2210393,-29.747374,-20.423277,-22.88215,8.4849415,12.562604,-42.035862,1.7859875,6.983143,4.2118964,-18.216618,9.080553,15.47793,-0.036692932,-49.82092,-20.076681,-12.33516,-7.9110136,0.05430746,0.08613872,0.3139633,0.25539568,0.23530816,0.22975501,0.23636898,0.07660773,0.27774635,0.12249021,0.13422823,0.24218486,0.10978955,0.18604241,0.18606272,0.44701293,0.06647477,0.12424847,0.29778165,0.109525636,0.40098134,0.06512038,0.11369538,0.14948541,0.10821064,0.15314354,0.11459859,0.19005218,0.2631304,0.14002876,0.19760238,0.13016939,0.121183015,0.18130799,0.097435266,0.26237977,0.07344864,0.071433276,0.24426956,0.08981484,0.3784583,0.13979281,0.23476009,0.09614559,0.07003573,0.13028237,0.11896297,0.12020238,0.14175539,0.14285813,0.13776179,0.10421025,0.33414125,0.34622622,0.1727895,0.1712643,0.09920114,0.06037682,0.2873161,0.25269443,0.33976057,0.14956005,0.07595685,0.0639015
SPY210710,-2.1767588,7.764601,-3.1310816,-11.105203,9.673778,-10.502639,-0.6901684,-1.196053,-2.1965883,-5.9187846,7.716168,10.259257,9.912188,3.7762055,-14.077796,-6.045841,-4.2742667,2.6552625,1.0921367,-10.289951,-6.5391498,-0.94605863,7.4651303,4.3590975,5.291368,-7.5734434,-0.86811423,3.7062314,-0.8640229,-6.322692,-10.141179,-11.214971,-0.7065608,-25.840029,10.954619,2.4646142,3.4672241,3.4140594,-10.186964,6.78074,-9.075293,-2.3512099,-20.46736,-9.24016,-5.8759127,11.566472,3.179741,-24.69088,-12.701597,-13.552557,4.568553,13.451251,-28.963612,5.006628,2.8525903,-0.479437,-14.905477,7.886412,15.006241,0.26538038,-31.710712,-11.779218,-8.088138,-6.722775,0.08097004,0.08441911,0.18483587,0.12557288,0.16001724,0.23159525,0.09279948,0.058853738,0.11636442,0.08336348,0.12298142,0.18235004,0.06155363,0.086123675,0.20367064,0.22506946,0.13340679,0.06619162,0.15722656,0.1375734,0.30779833,0.11424449,0.059320856,0.14809982,0.20288835,0.27686366,0.08312412,0.13095489,0.20915847,0.19555333,0.24186411,0.1306521,0.072931595,0.17738055,0.14996438,0.14889146,0.11738149,0.12905517,0.29076445,0.12116262,0.29276016,0.103433326,0.18378201,0.13437161,0.16592452,0.18756664,0.09547161,0.16415438,0.18866184,0.12807204,0.090219915,0.09398822,0.31406915,0.12526359,0.09520375,0.2422174,0.17165777,0.104007706,0.110559195,0.14382863,0.2190447,0.09521332,0.10937807,0.1307327
SPY210693,-3.299889,9.81482,-4.5489936,-11.842602,13.489206,-10.299632,-2.3677506,-1.7659621,-3.2985473,-7.7657895,9.477804,8.309931,11.078865,2.3546116,-19.557705,-5.3701267,-3.0705578,3.2403803,1.5010803,-13.794486,-11.2832,-2.158656,6.945979,8.322652,6.6106844,-9.526627,-1.3599049,2.280453,-2.0867648,-10.459912,-12.51909,-12.9039755,-1.1417793,-31.326149,12.470127,1.8278794,5.0869265,3.7296088,-10.621437,9.098083,-13.861478,-2.9727688,-26.187437,-9.424343,-4.928767,12.508414,3.9032226,-27.507212,-14.112389,-17.524406,7.716149,13.956213,-31.02365,6.086374,3.0649097,-2.7252614,-19.01209,8.91683,15.556018,2.854266,-40.934593,-14.192668,-10.431455,-6.430989,0.042955797,0.14787425,0.11172547,0.19004579,0.3736661,0.33051667,0.12358077,0.045477305,0.17975414,0.07710701,0.18102854,0.29615632,0.068855494,0.11859792,0.13974252,0.27531743,0.18247579,0.12965149,0.21003166,0.25044343,0.19132125,0.056114964,0.08484436,0.15418026,0.112910956,0.20347287,0.16449177,0.057908315,0.25319755,0.277339,0.39501756,0.22403204,0.02871646,0.18413222,0.12269216,0.16232519,0.0544827,0.15979822,0.30360895,0.08797236,0.29908115,0.17229608,0.17287451,0.11873766,0.15913273,0.22774646,0.08440359,0.16338871,0.24400893,0.31360787,0.10863604,0.0722929,0.4503766,0.10011562,0.13250782,0.27815354,0.14229573,0.04818547,0.14620829,0.10190295,0.49486908,0.23566832,0.13983193,0.093734585
SPY231793,-1.9652647,8.520763,-3.5602832,-11.5777235,13.113537,-14.151088,-0.6362042,-2.0884166,-2.6670897,-5.22432,8.89329,10.840941,11.05098,4.0951138,-14.8116,-8.686913,-4.4807897,2.9850957,0.8012688,-11.379123,-6.440823,-0.0039095236,7.9265976,4.025513,4.565339,-8.702555,-2.3466733,5.0349646,1.1939017,-7.558178,-13.021385,-13.116031,-0.7049881,-28.417212,11.370131,1.1959518,3.297994,2.7368872,-12.726266,6.1188426,-6.436001,-3.9047995,-21.641798,-11.052389,-8.068039,14.061588,3.6212268,-27.838646,-14.936746,-15.487242,4.1404505,15.491929,-34.03615,5.692511,4.550998,3.361139,-14.230752,8.93054,17.9785,-1.2223691,-35.387238,-14.003685,-9.526362,-7.690488,0.097831756,0.1200252,0.18280326,0.16624528,0.16388845,0.19287731,0.11264218,0.0645142,0.12805146,0.12809603,0.11236278,0.30037558,0.12841274,0.15412173,0.2764719,0.2943088,0.15462278,0.08188664,0.13410023,0.17610006,0.32852864,0.11705063,0.07754869,0.23804298,0.21138856,0.18903325,0.09176356,0.15107633,0.21508706,0.17338583,0.21010703,0.176954,0.09497401,0.32469213,0.2386168,0.17182334,0.11925819,0.116379105,0.26667064,0.15730979,0.38865003,0.10209561,0.3546698,0.21030046,0.20025295,0.18385963,0.08980376,0.30973193,0.24936487,0.16208038,0.14269847,0.18821035,0.43333092,0.13638523,0.09068867,0.2881582,0.24250066,0.13287836,0.1492894,0.22951561,0.38100845,0.14677761,0.0899145,0.18881254
SPY211056,-1.8702799,8.641985,-1.5775764,-13.407012,15.339099,-13.831227,1.0504266,-4.155038,-1.0252633,-2.5313432,6.428113,15.679139,12.778387,6.520057,-17.18655,-11.541509,-9.011821,2.3526285,-0.5631656,-10.924451,-5.531855,2.9222827,7.773417,3.6194038,1.9819129,-2.666515,-3.68882,9.874066,0.74170774,-2.2916076,-11.096646,-16.162798,-0.20807272,-36.19759,15.600023,-1.0827844,6.1715903,6.3931093,-9.004516,7.8815403,-7.7478952,-2.819091,-26.47253,-12.274235,-10.460322,12.88462,2.129859,-35.44964,-17.20964,-16.16147,3.7301285,18.605515,-42.15893,5.257119,4.5606174,6.8385854,-14.234058,12.32673,20.870337,-2.7191777,-38.4957,-17.644884,-8.354798,-10.532336,0.054457225,0.09181404,0.10535157,0.16877323,0.38137978,0.30145758,0.03273375,0.17789166,0.10845487,0.27496168,0.069770396,0.16367708,0.09800794,0.08288467,0.24671414,0.28354508,0.18108857,0.10027265,0.18167883,0.15754394,0.18555467,0.21984775,0.06486138,0.10707086,0.16234817,0.25535592,0.13489734,0.24128671,0.19131856,0.18122394,0.20290384,0.18089879,0.04940668,0.46141714,0.15117776,0.2965424,0.14062208,0.15499419,0.25365442,0.112191126,0.38777015,0.11443465,0.30053198,0.13230053,0.24700187,0.15965645,0.09292368,0.35793588,0.2196085,0.20099369,0.111157626,0.17368536,0.5192066,0.119873926,0.12938815,0.40633214,0.20416348,0.17283477,0.2165245,0.15535945,0.33639807,0.2476911,0.078120336,0.111215904
SPY210687,-2.3310025,6.9371862,-5.3913465,-13.202565,9.026394,-6.828016,-0.06925765,-1.2878454,0.48091847,-6.8400583,7.82913,13.7487335,11.688917,4.4237804,-18.261963,-3.143183,-5.888442,0.6805475,5.4741235,-11.128259,-9.721989,-3.3541524,6.181033,6.3122234,8.583261,-9.901272,-0.16452266,1.3009269,-3.4555497,-7.5415034,-10.175619,-10.570556,0.6582407,-29.022936,14.686125,3.3290973,3.7361484,5.629457,-9.963005,8.267071,-16.892714,-1.070045,-24.337444,-9.350856,-4.940677,11.384808,4.075366,-25.576187,-12.547333,-13.750457,6.0951366,14.451314,-26.236761,7.8484645,1.9874417,-5.6887207,-19.464436,8.828917,14.096179,2.5113082,-34.319584,-11.741917,-8.981154,-6.3539653,0.06183177,0.092221215,0.1817525,0.18803741,0.14954828,0.25875318,0.09248021,0.05277878,0.10958418,0.08609787,0.17166558,0.18941632,0.11977101,0.08042603,0.23910314,0.20493285,0.18774687,0.14487267,0.21304356,0.20650524,0.26318556,0.06688259,0.134819,0.14122109,0.1633973,0.32962427,0.077544205,0.15760578,0.23273918,0.2117473,0.3053387,0.17459098,0.09269894,0.2680895,0.13431641,0.10257815,0.12629144,0.137669,0.32154864,0.13514653,0.31613946,0.10397153,0.23450789,0.14882538,0.16625702,0.249118,0.12183767,0.2622941,0.2242721,0.1611512,0.09278544,0.11032851,0.36327818,0.10828643,0.08173455,0.20962648,0.1520728,0.13680018,0.17114317,0.09301617,0.2788774,0.09598993,0.10733151,0.14535122
SPY231736,-2.612113,9.276406,-4.1232357,-12.987387,14.245861,-12.581506,-0.9086065,-1.7587197,-1.5017015,-8.348658,10.858714,12.762268,13.667922,4.2893457,-19.842707,-7.602652,-5.540238,3.0229676,3.2450943,-15.5815935,-8.8967285,-2.8392806,8.093803,7.2950635,9.5771675,-12.455677,-2.436818,2.4589455,-0.07642988,-11.000866,-15.565181,-15.205978,0.33809334,-34.19173,15.688076,3.4851623,4.433931,4.6171393,-15.00537,10.09273,-14.687995,-2.9080355,-28.377317,-12.64995,-7.7411,16.118727,5.0623136,-32.00363,-17.454977,-18.620115,7.2437606,17.43443,-36.320145,7.8128676,3.494603,-1.6463931,-21.617664,9.8275385,18.460056,1.6936476,-43.589005,-15.646538,-11.357709,-8.92674,0.053968497,0.12963665,0.13263778,0.20773444,0.22857542,0.21952856,0.13832644,0.038785666,0.2578427,0.07044051,0.105873615,0.45722693,0.16247672,0.17691913,0.17298241,0.15643816,0.26882648,0.112806454,0.26000607,0.17192875,0.21891561,0.08632659,0.05108938,0.13560334,0.21167459,0.16319494,0.07097858,0.077850334,0.14409257,0.21111001,0.22362192,0.122958325,0.12033558,0.22536781,0.30479148,0.15265575,0.050804883,0.19020714,0.19434805,0.1186308,0.34478652,0.1449442,0.23200986,0.13922511,0.11465478,0.13696139,0.060952157,0.23814373,0.15507607,0.19285357,0.08450721,0.16873802,0.24887484,0.1792826,0.07079665,0.20753133,0.24348919,0.106507845,0.112061456,0.084812924,0.3130836,0.108739756,0.11393352,0.14096645
SPY211307,-1.2672652,8.76116,1.0819045,-9.532168,16.122566,-17.63819,1.3688837,-1.997951,-5.041358,-5.3665977,8.382785,11.02018,12.450815,4.592391,-14.783977,-15.167247,-4.9927983,4.633218,-2.8004382,-14.530742,-1.8995708,0.8232129,8.832011,3.2180612,4.6014833,-8.0258665,-4.641757,8.232979,3.5610988,-6.3016133,-16.088257,-17.574656,-0.8979642,-33.88484,13.97924,3.6396627,4.8677444,4.328247,-16.309715,8.594296,-4.6322236,-3.5029233,-23.690783,-14.165122,-10.308676,15.645648,3.6335745,-33.488914,-20.93049,-18.280512,4.431741,17.375418,-45.118332,2.3562634,3.6577456,6.1905127,-16.24118,9.477352,18.509577,-3.5152948,-39.918106,-17.10932,-10.088605,-10.828616,0.029441109,0.14807436,0.087967865,0.081510946,0.22122997,0.13354555,0.039969686,0.08251587,0.1330879,0.17909591,0.1191324,0.15014218,0.07775747,0.06959814,0.25691482,0.15974486,0.08914193,0.06467928,0.12541617,0.19084181,0.11439186,0.10270925,0.063422896,0.118747614,0.19419213,0.15923324,0.075026914,0.15767528,0.084124714,0.16391884,0.13476956,0.18430436,0.06464099,0.2967202,0.15755428,0.15214992,0.16139916,0.080909856,0.13269863,0.19751011,0.28725603,0.09131372,0.2925627,0.07173544,0.054423492,0.05795072,0.07050232,0.27526075,0.16480725,0.19603467,0.17268713,0.057651192,0.3793133,0.100276776,0.08458198,0.18611138,0.23903087,0.15220168,0.15086876,0.08798224,0.45014203,0.18098405,0.07597152,0.048026342
SPY201957,-3.6296525,9.17645,-5.8402605,-12.54345,13.668747,-10.357774,-3.8285477,-2.6966739,-3.7887783,-3.5806854,8.335638,6.264566,8.307903,1.8655362,-17.832829,-3.473282,-1.7983791,1.7166519,0.89971805,-9.017157,-13.175132,0.43413895,5.306359,7.6023045,0.43807337,-6.014635,-1.5034864,4.065341,-3.0515945,-8.411177,-8.537762,-10.668214,-2.1129918,-27.758566,8.505581,-2.9010422,5.0342417,2.5276713,-6.4405413,5.1215425,-8.714965,-3.8352654,-22.890211,-6.3125744,-3.8189254,9.743777,1.812823,-23.72807,-10.383232,-15.204385,5.7501855,11.638379,-25.409456,5.6437507,5.401684,0.9416779,-12.285968,8.410747,15.292134,2.488942,-36.236816,-13.178038,-9.509188,-3.908264,0.032989953,0.04193748,0.06785003,0.08909048,0.06170442,0.09090223,0.047631204,0.026834257,0.035948314,0.09929639,0.038793873,0.063019775,0.05161064,0.028062074,0.058044206,0.11228621,0.035511848,0.08082737,0.070184246,0.110568196,0.11943314,0.04352705,0.06287872,0.052746374,0.091205105,0.083926246,0.028361764,0.029291337,0.10517482,0.04417752,0.14389193,0.060196206,0.020099815,0.06584554,0.036504433,0.105203904,0.02756485,0.034738075,0.1336713,0.061049923,0.09148344,0.054264262,0.059017822,0.08026512,0.069427244,0.070178516,0.04346354,0.07563667,0.106724694,0.062319655,0.033193298,0.04676729,0.19768885,0.040612362,0.053602587,0.07892171,0.078843586,0.027382106,0.0481027,0.0695253,0.10587653,0.045873594,0.022385709,0.063853346
SPY231769,-2.410166,10.581869,-3.1780396,-9.590429,16.879797,-14.7907915,-2.5473912,-2.2484639,-4.8667955,-6.8019094,11.055757,5.620732,10.713814,1.3863205,-18.20436,-9.085099,-1.8167002,4.169322,-0.46438214,-14.489799,-9.152702,-1.1737529,7.312253,7.7106237,5.5634794,-11.359078,-3.3309166,2.92592,1.8627862,-11.724491,-16.611748,-14.450158,-1.4810164,-30.43849,10.692174,0.43455127,4.608498,1.7839739,-14.338626,7.647981,-7.9349136,-5.305076,-24.746487,-10.497672,-7.1595087,14.62955,4.4854374,-27.704836,-16.33726,-19.16401,6.812157,13.745708,-35.1109,4.991128,5.1827826,2.2751634,-16.326344,8.474039,17.008755,0.7193384,-42.71664,-16.024372,-11.319967,-6.8974795,0.072837844,0.11768907,0.15497513,0.1476809,0.2834311,0.20666872,0.1263522,0.06879497,0.09740539,0.11025907,0.1253107,0.21844031,0.089481406,0.11258749,0.25188637,0.2570758,0.09265256,0.07764877,0.1287574,0.1843082,0.30982718,0.10466634,0.09550089,0.23913914,0.17790885,0.21047288,0.11205559,0.10820744,0.23881112,0.20338857,0.28382775,0.1661883,0.05953376,0.2784899,0.108344674,0.18297489,0.10582595,0.080256425,0.2880299,0.14725295,0.30293852,0.12425254,0.28850996,0.13251798,0.14771062,0.16129735,0.08536118,0.19185954,0.20895033,0.22815949,0.15279442,0.1068043,0.3624953,0.09153935,0.14511107,0.22770743,0.18465121,0.09260293,0.09767004,0.20676732,0.47884837,0.18958202,0.1038481,0.09839766
SPY201158,-1.6259153,7.662959,-1.8769102,-13.862049,11.077337,-9.882639,1.4311948,-2.0676374,1.6414617,-7.5025163,8.33273,18.484768,14.471168,6.334346,-19.008282,-8.163504,-9.710421,2.2069902,3.5342088,-12.971777,-5.2579207,-1.8429313,8.165783,5.369665,9.238902,-8.719383,-2.5471668,4.330119,-0.3923927,-5.827132,-12.117579,-15.780607,1.5379119,-35.636112,19.292873,4.613097,5.31813,7.8769507,-12.6749,10.709518,-16.70924,-0.54649556,-29.373825,-12.79009,-8.825063,14.273138,4.3775754,-34.254288,-17.844587,-15.71382,5.847679,18.076788,-37.73869,7.0778933,2.6160655,-1.7233278,-21.743706,11.152981,18.498724,0.5811235,-39.807674,-15.741557,-8.754837,-10.69825,0.047751088,0.09240959,0.16464192,0.15735604,0.18116009,0.23426953,0.07026547,0.056047685,0.18341494,0.0908313,0.09514137,0.28201082,0.13378707,0.070781335,0.15616432,0.22645494,0.14349973,0.095482536,0.22903991,0.14757212,0.18753451,0.11197236,0.05638402,0.090922326,0.22001514,0.20523338,0.08412281,0.16562909,0.12802763,0.14968689,0.18262234,0.18206547,0.10072895,0.24329707,0.20319776,0.11658507,0.078169964,0.0926626,0.2004351,0.09582998,0.28426296,0.09526011,0.2047939,0.14104888,0.13878445,0.17299885,0.077388465,0.29530907,0.19256733,0.16062298,0.07641256,0.1714382,0.43013296,0.18404113,0.08792671,0.2678502,0.1790903,0.10143627,0.20231134,0.12451559,0.3082519,0.15856804,0.1064495,0.13301383
