spygen_code,label,prediction,residual,prob_pos,domain_true,domain_pred,domain_correct
SPY201149,0,0,0,7.023514214665738e-09,4,2,0
SPY201151,0,0,0,2.7813622516248415e-09,4,2,0
SPY201176,0,0,0,3.8053329931564406e-10,4,2,0
SPY201177,0,0,0,1.5863729885268185e-08,4,2,0
SPY201179,0,0,0,2.026772083496553e-10,4,2,0
SPY201193,0,0,0,3.642403489934054e-09,4,2,0
SPY201956,0,0,0,0.0019672606140375137,2,2,1
SPY201965,0,0,0,0.0018518321448937058,2,2,1
SPY202492,0,0,0,8.354489322570657e-11,4,2,0
SPY202499,0,0,0,6.204705499390784e-11,4,2,0
SPY210647,0,0,0,0.012043358758091927,2,2,1
SPY210652,0,0,0,0.03489052876830101,2,2,1
SPY210667,0,0,0,0.03151196613907814,2,2,1
SPY210668,0,0,0,0.04133922979235649,2,2,1
SPY210669,0,0,0,0.004067571833729744,2,2,1
SPY210672,0,0,0,0.011986403726041317,2,2,1
SPY210673,0,0,0,0.004676710348576307,2,2,1
SPY210674,0,0,0,0.00460581062361598,2,2,1
SPY210675,0,0,0,0.038861118257045746,2,2,1
SPY210677,0,0,0,0.013155955821275711,2,2,1
SPY210678,0,0,0,0.0015029731439426541,2,2,1
SPY210695,0,0,0,0.014613760635256767,2,2,1
SPY210700,0,0,0,6.484829340180909e-10,2,2,1
SPY210715,0,0,0,0.05461716279387474,2,2,1
SPY231655,0,0,0,9.168317046714947e-05,10,2,0
SPY231656,0,0,0,0.00016343523748219013,10,2,0
SPY231657,0,0,0,0.0031396900303661823,10,2,0
SPY231658,0,0,0,7.938103954074904e-05,10,2,0
SPY231659,0,0,0,0.00030328554566949606,10,2,0
SPY231665,0,0,0,0.00020643329480662942,10,2,0
SPY231666,0,0,0,1.939255162142217e-05,10,2,0
SPY231667,0,0,0,1.4320995433081407e-05,10,2,0
SPY231668,0,0,0,9.255949407815933e-06,10,2,0
SPY231705,0,0,0,0.0001837486488511786,10,2,0
SPY231706,0,0,0,3.194376768078655e-05,10,2,0
SPY231707,0,0,0,1.4202479178493377e-05,10,2,0
SPY231708,0,0,0,1.3711593055631965e-05,10,2,0
SPY231709,0,0,0,0.00010549824946792796,10,2,0
SPY231710,0,0,0,6.241005758056417e-05,10,2,0
SPY231774,0,0,0,0.001139265252277255,10,2,0
SPY231775,0,0,0,0.0010654102079570293,10,2,0
SPY231776,0,0,0,1.0200486982858692e-10,10,2,0
SPY231777,0,0,0,0.0005213223630562425,10,2,0
SPY231778,0,0,0,0.00013655216025654227,10,2,0
SPY231779,0,0,0,0.0002693661372177303,10,2,0
SPY231794,0,0,0,0.0007009271648712456,10,2,0
SPY231796,0,0,0,0.0034509936813265085,10,2,0
SPY231797,0,0,0,0.006337606348097324,10,2,0
SPY231798,0,0,0,0.014072662219405174,10,2,0
SPY231907,0,0,0,5.6249617045978084e-05,2,2,1
SPY231908,0,0,0,0.0061357454396784306,2,2,1
SPY231915,0,0,0,0.0007618222152814269,2,2,1
SPY231916,0,0,0,9.634622256271541e-05,2,2,1
SPY232832,0,0,0,2.2639878807240166e-05,2,2,1
SPY232833,0,0,0,9.521266974843456e-07,2,2,1
SPY232834,0,0,0,0.006161235272884369,2,2,1
SPY232835,0,0,0,0.007124315481632948,2,2,1
SPY201169,0,0,0,0.002425871789455414,2,10,0
SPY202506,0,0,0,0.03148381784558296,2,2,1
SPY202509,0,0,0,0.006170679349452257,2,10,0
SPY202514,0,0,0,0.005310960579663515,2,10,0
SPY210676,0,0,0,0.38420867919921875,2,10,0
SPY210679,0,0,0,0.28232431411743164,2,10,0
SPY210680,0,0,0,0.30146118998527527,2,10,0
SPY210683,0,0,0,0.23312044143676758,2,10,0
SPY211262,0,0,0,0.3155233561992645,6,10,0
SPY211273,0,0,0,0.0002208881633123383,6,2,0
SPY211277,0,0,0,9.861742000794038e-05,6,2,0
SPY211311,0,1,1,0.6536062955856323,6,10,0
SPY231695,1,1,0,0.9782297611236572,10,10,1
SPY231696,1,1,0,0.9093234539031982,10,10,1
SPY231703,1,1,0,0.9698019027709961,10,10,1
SPY231704,1,1,0,0.9547039866447449,10,10,1
SPY231669,1,1,0,0.9927321076393127,10,10,1
SPY231670,1,1,0,0.9950087070465088,10,6,0
SPY231697,1,1,0,0.9902766942977905,10,10,1
SPY231698,1,1,0,0.9923561811447144,10,10,1
SPY201150,1,1,0,0.9790478348731995,4,6,0
SPY201152,1,1,0,0.8180859684944153,4,10,0
SPY201157,1,1,0,0.9700565934181213,4,6,0
SPY201158,1,1,0,0.982673704624176,4,6,0
SPY231699,1,1,0,0.9913378953933716,10,10,1
SPY231700,1,1,0,0.9787649512290955,10,10,1
SPY231701,1,1,0,0.9912198185920715,10,10,1
SPY231702,1,1,0,0.987375020980835,10,10,1
SPY231911,1,1,0,0.9944461584091187,0,6,0
SPY231912,1,1,0,0.9926028847694397,0,6,0
SPY200806,1,1,0,0.9903837442398071,6,6,1
SPY200807,1,1,0,0.9912295341491699,6,6,1
SPY231660,1,1,0,0.9995123147964478,10,6,0
SPY231661,1,1,0,0.9996366500854492,10,6,0
SPY231662,1,1,0,0.9981822967529297,10,6,0
SPY231663,1,1,0,0.9989718198776245,10,6,0
SPY231664,1,1,0,0.9983837604522705,10,6,0
